scan_id,rp_id,device_id,collector_id,total_ap_scanned,azimuth_deg,split,88:dc:97:12:62:c6,88:dc:97:12:62:c7,88:dc:97:12:62:cc,88:dc:97:12:62:cf,88:dc:97:12:62:d0,88:dc:97:12:64:82,88:dc:97:12:64:83,88:dc:97:12:64:c4,88:dc:97:12:65:21,88:dc:97:12:65:22,88:dc:97:12:65:2a,88:dc:97:12:65:2b,88:dc:97:12:65:57,88:dc:97:12:65:58,88:dc:97:12:65:63,88:dc:97:12:65:64,8e:dc:97:12:62:c6,8e:dc:97:12:62:c7,8e:dc:97:12:62:cc,8e:dc:97:12:62:cf,8e:dc:97:12:62:d0,8e:dc:97:12:64:82,8e:dc:97:12:64:83,8e:dc:97:12:64:c4,8e:dc:97:12:65:21,8e:dc:97:12:65:22,8e:dc:97:12:65:2a,8e:dc:97:12:65:2b,8e:dc:97:12:65:57,8e:dc:97:12:65:58,8e:dc:97:12:65:63,8e:dc:97:12:65:64,b4:5d:50:d7:e9:40,b4:5d:50:d7:e9:41,b4:5d:50:d7:e9:50,b4:5d:50:d7:e9:51
2025:01:13:10:22:02,RP33,SM-S908E,2212343,34,-2.1761246,train,0.467532468,0.685714286,0.513513514,0.8,0.847457627,0.705882353,0.69047619,0.257142857,0.461538462,0.728813559,0,0.571428571,0.490196078,0.636363636,0.410714286,0.62962963,0.53968254,0.685714286,0.540540541,0.8,0.847457627,0.734693878,0.69047619,0,0.447761194,0.728813559,0,0.553571429,0.666666667,0.666666667,0.410714286,0.62962963,0.719298246,0.719298246,0.462962963,0.481481481
2025:01:13:10:26:47,RP33,SM-S908E,2212343,28,2.9698477,train,0,0.885714286,0.594594595,0.830769231,0.728813559,0.843137255,0.880952381,0,0.492307692,0,0.655172414,0.553571429,0,0.515151515,0.892857143,0.740740741,0,0.885714286,0.567567568,0.830769231,0.728813559,0.857142857,0.880952381,0,0.492537313,0.491525424,0.672413793,0.553571429,0,0.515151515,0.892857143,0.740740741,0,0.771929825,0.87037037,0.87037037
2025:01:13:10:24:20,RP33,SM-S908E,2212343,34,-2.1958258,validation,0.402597403,0,0,0.723076923,0.762711864,0.725490196,0.738095238,0.457142857,0.476923077,0.593220339,0.5,0.535714286,0.431372549,0.575757576,0,0.685185185,0.476190476,0,0,0.723076923,0.762711864,0.755102041,0.738095238,0.470588235,0.462686567,0.593220339,0.5,0.535714286,0.488888889,0.575757576,0,0.685185185,0.877192982,0.894736842,0.722222222,0.722222222
2025:01:13:10:32:46,RP33,SM-S908E,2212343,27,-0.844472,validation,0.38961039,0,0.540540541,0.907692308,0.796610169,0.843137255,0.880952381,0,0.569230769,0.728813559,0.586206897,0.589285714,0,0.636363636,0.678571429,0.574074074,0.492063492,0,0.621621622,0,0.796610169,0.87755102,0.880952381,0,0.537313433,0.728813559,0.637931034,0.589285714,0,0.636363636,0.678571429,0.574074074,0,0,0.592592593,0.592592593
2025:01:13:10:22:34,RP33,SM-S908E,2212343,26,-2.1254153,validation,0,0.657142857,0,0,0.796610169,0.784313725,0.80952381,0,0.646153846,0.694915254,0.586206897,0.589285714,0,0.666666667,0.446428571,0.62962963,0,0.628571429,0,0,0.796610169,0.795918367,0.80952381,0,0.656716418,0.694915254,0.586206897,0.589285714,0,0.666666667,0.446428571,0.62962963,0.771929825,0.754385965,0.740740741,0.740740741
2025:01:13:10:26:12,RP33,SM-S908E,2212343,31,2.9509137,test,0,0.8,0.459459459,0.8,0.711864407,0.803921569,0.857142857,0,0.523076923,0.440677966,0.672413793,0.607142857,0,0.484848485,0.803571429,0.740740741,0,0.8,0.621621622,0.8,0.711864407,0.816326531,0.857142857,0,0.492537313,0.508474576,0.672413793,0.607142857,0,0.484848485,0.803571429,0.740740741,0.842105263,0.842105263,0.796296296,0.796296296
2025:01:13:10:24:58,RP33,SM-S908E,2212343,33,3.0171251,test,0.545454545,0.8,0,0.846153846,0.728813559,0.745098039,0.785714286,0.457142857,0.507692308,0.474576271,0.534482759,0.553571429,0.666666667,0.484848485,0,0.777777778,0.666666667,0.8,0,0.830769231,0.728813559,0.795918367,0.785714286,0.441176471,0.492537313,0.457627119,0.5,0.553571429,0,0.484848485,0,0.777777778,0.859649123,0.859649123,0.777777778,0.777777778
2025:01:13:10:23:11,RP33,SM-S908E,2212343,30,-2.121796,test,0.454545455,0.771428571,0,0.815384615,0.813559322,0.784313725,0.833333333,0,0.615384615,0.593220339,0.603448276,0.642857143,0.666666667,0.696969697,0,0.611111111,0.555555556,0.771428571,0,0,0.813559322,0.795918367,0.833333333,0,0.597014925,0.593220339,0.586206897,0.642857143,0.644444444,0.696969697,0,0.611111111,0.912280702,0.912280702,0.814814815,0.814814815
2025:01:13:10:32:10,RP33,SM-S908E,2212343,37,-0.78358185,test,0,0.857142857,0.594594595,0.846153846,0.762711864,0.764705882,0.857142857,0.428571429,0.569230769,0.711864407,0.706896552,0.678571429,0.529411765,0.696969697,0.517857143,0.685185185,0,0.857142857,0,0.846153846,0.762711864,0.795918367,0.857142857,0.411764706,0.552238806,0.711864407,0.706896552,0.660714286,0,0.696969697,0.5,0.685185185,0.842105263,0.842105263,0.796296296,0.796296296
2025:01:13:11:53:51,RP34,SM-S908E,2212343,29,1.2601718,train,0.532467532,0.8,0,0.815384615,0.898305085,0.647058824,0.785714286,0,0.523076923,0.745762712,0.862068966,0.767857143,0.588235294,0,0.803571429,0.962962963,0.650793651,0.8,0,0.815384615,0.915254237,0.653061224,0.785714286,0,0.507462687,0.728813559,0.862068966,0.767857143,0,0,0.803571429,0.944444444,0.789473684,0.912280702,0.87037037,0.87037037
2025:01:13:11:56:14,RP34,SM-S908E,2212343,36,-0.6466201,train,0.402597403,0.771428571,0.567567568,0.953846154,0.949152542,0.588235294,0.80952381,0,0.723076923,0.661016949,0.706896552,0.660714286,0.529411765,0,0.839285714,0.777777778,0.492063492,0.742857143,0.540540541,0.938461538,0.949152542,0.591836735,0.80952381,0,0.701492537,0.661016949,0.706896552,0.660714286,0.6,0,0,0.777777778,0.614035088,0.614035088,0.592592593,0.592592593
2025:01:13:11:55:35,RP34,SM-S908E,2212343,30,-0.6888852,train,0.480519481,0.8,0,0,0.898305085,0.705882353,0.80952381,0.457142857,0.538461538,0.728813559,0.862068966,0.767857143,0,0.666666667,0.839285714,0.962962963,0.571428571,0.8,0,0.769230769,0.898305085,0.734693878,0.80952381,0,0.52238806,0.728813559,0.913793103,0.75,0,0.666666667,0,0.962962963,0.754385965,0.754385965,0.777777778,0.796296296
2025:01:13:11:52:39,RP34,SM-S908E,2212343,32,1.4367315,train,0.493506494,0.771428571,0,0.892307692,0.966101695,0.784313725,0.80952381,0,0.6,0.762711864,0.896551724,0.75,0.607843137,0,0.803571429,0.962962963,0.507936508,0.771428571,0.783783784,0.892307692,0.966101695,0.816326531,0.80952381,0,0.567164179,0.762711864,0.879310345,0.75,0.688888889,0,0.821428571,0.962962963,0.824561404,0.824561404,0.722222222,0.740740741
2025:01:13:11:56:53,RP34,SM-S908E,2212343,37,-0.72605586,train,0.467532468,0.771428571,0,0.969230769,0.966101695,0.588235294,0.80952381,0,0.707692308,0.745762712,0.672413793,0.678571429,0.490196078,0.666666667,0.821428571,0.685185185,0.587301587,0.771428571,0.459459459,0.969230769,0.966101695,0.612244898,0.785714286,0,0.686567164,0.745762712,0.672413793,0.678571429,0.711111111,0.666666667,0.821428571,0.685185185,0.526315789,0.561403509,0.592592593,0.592592593
2025:01:13:11:48:57,RP34,SM-S908E,2212343,27,-1.9333273,train,0.532467532,0.8,0,0.938461538,0.86440678,0.725490196,0.714285714,0,0.738461538,0.610169492,0.724137931,0,0,0.666666667,0,0.62962963,0.666666667,0.8,0,0.938461538,0.86440678,0,0.714285714,0,0.71641791,0.610169492,0.689655172,0,0.666666667,0.666666667,0,0.62962963,0.807017544,0.736842105,0.759259259,0.759259259
2025:01:13:11:50:53,RP34,SM-S908E,2212343,24,3.0011477,train,0.584415584,0,0.810810811,0.8,0.898305085,0.745098039,0.928571429,0,0,0,0.74137931,0.589285714,0.490196078,0,0.732142857,0.740740741,0.714285714,0.685714286,0,0.8,0.915254237,0.775510204,0.928571429,0,0,0,0.74137931,0.589285714,0.555555556,0,0.732142857,0.740740741,0,0,0.814814815,0.814814815
2025:01:13:11:46:19,RP34,SM-S908E,2212343,33,-2.1182742,train,0.480519481,0.742857143,0.783783784,0.769230769,0.915254237,0.509803922,0.642857143,0,0.569230769,0.644067797,0.568965517,0.571428571,0.37254902,0.454545455,0.875,0.62962963,0.603174603,0,0.783783784,0.769230769,0.915254237,0,0.642857143,0,0.552238806,0.644067797,0.534482759,0.571428571,0.444444444,0.424242424,0.732142857,0.62962963,0.771929825,0.771929825,0.759259259,0.777777778
2025:01:13:11:55:01,RP34,SM-S908E,2212343,30,1.4983264,train,0.519480519,0.771428571,0.756756757,0.815384615,0.881355932,0.745098039,0.80952381,0,0,0.745762712,0.879310345,0.714285714,0,0.666666667,0.767857143,0.981481481,0.634920635,0.771428571,0.72972973,0.830769231,0.881355932,0,0.785714286,0,0,0.745762712,0.879310345,0.714285714,0,0.636363636,0.767857143,0.981481481,0.754385965,0.754385965,0.777777778,0.777777778
2025:01:13:11:48:21,RP34,SM-S908E,2212343,31,-1.9733759,train,0.454545455,0.742857143,0,0.846153846,0.898305085,0.568627451,0.761904762,0,0.569230769,0.694915254,0.517241379,0.535714286,0.529411765,0.545454545,0.482142857,0.611111111,0.555555556,0.742857143,0,0.830769231,0.915254237,0,0.761904762,0,0.537313433,0.694915254,0.517241379,0.535714286,0.577777778,0.575757576,0.482142857,0.611111111,0.701754386,0.701754386,0.740740741,0.740740741
2025:01:13:11:51:27,RP34,SM-S908E,2212343,34,3.0584757,train,0.545454545,0.8,0.432432432,0.815384615,0.949152542,0.803921569,0.904761905,0,0.430769231,0.559322034,0.74137931,0.571428571,0.568627451,0.787878788,0.785714286,0.851851852,0.666666667,0.8,0.459459459,0.815384615,0.949152542,0.836734694,0.904761905,0,0.417910448,0.559322034,0.74137931,0.553571429,0.644444444,0.636363636,0.785714286,0.833333333,0.789473684,0.789473684,0.796296296,0.796296296
2025:01:13:11:45:45,RP34,SM-S908E,2212343,42,-1.592199,train,0.506493506,0.685714286,0,0.953846154,0.813559322,0.803921569,0.904761905,0.685714286,0.830769231,0.576271186,0.862068966,0.589285714,0.725490196,0.878787879,0.892857143,0.833333333,0.619047619,0.685714286,0,0.953846154,0.830508475,0.714285714,0.904761905,0.705882353,0.686567164,0.576271186,0.862068966,0.589285714,0.844444444,0.848484848,0.875,0.833333333,0.807017544,0.807017544,0.296296296,0.296296296
2025:01:13:11:49:31,RP34,SM-S908E,2212343,29,3.0718675,train,0.493506494,0.742857143,0,0.815384615,0.898305085,0.215686275,0.69047619,0,0.615384615,0.644067797,0.534482759,0.5,0,0.454545455,0.553571429,0.648148148,0.603174603,0.742857143,0,0,0.898305085,0.530612245,0.69047619,0,0.597014925,0.627118644,0.534482759,0.482142857,0,0,0.553571429,0.648148148,0.596491228,0.596491228,0.703703704,0.722222222
2025:01:13:11:58:09,RP34,SM-S908E,2212343,30,-0.72539485,train,0.480519481,0.857142857,0,0.953846154,0.949152542,0.529411765,0.714285714,0,0.723076923,0,0.586206897,0.642857143,0.62745098,0.666666667,0.857142857,0.796296296,0,0.857142857,0,0.953846154,0.949152542,0.551020408,0.714285714,0,0.701492537,0,0.603448276,0.625,0,0,0.839285714,0.796296296,0.649122807,0,0.518518519,0.518518519
2025:01:13:11:53:16,RP34,SM-S908E,2212343,24,1.5895388,validation,0,0,0.675675676,0.907692308,0.949152542,0.784313725,0.714285714,0,0.630769231,0,0.896551724,0.75,0.607843137,0.454545455,0.803571429,0.962962963,0.619047619,0,0.675675676,0,0.949152542,0.816326531,0.714285714,0,0.626865672,0,0.896551724,0.75,0,0,0.803571429,0.962962963,0,0,0.796296296,0.796296296
2025:01:13:11:54:27,RP34,SM-S908E,2212343,33,1.4153273,validation,0.480519481,0.8,0.702702703,0.830769231,0.898305085,0.725490196,0.880952381,0,0.707692308,0.661016949,0.879310345,0.767857143,0.470588235,0.606060606,0.892857143,0.87037037,0.587301587,0.8,0.675675676,0.830769231,0.898305085,0,0.880952381,0,0.701492537,0.644067797,0.862068966,0.767857143,0,0.606060606,0.892857143,0.87037037,0.771929825,0.771929825,0.759259259,0.759259259
2025:01:13:11:47:15,RP34,SM-S908E,2212343,31,-1.952059,validation,0.493506494,0.742857143,0.783783784,0.861538462,0.898305085,0,0.619047619,0,0.553846154,0.559322034,0.603448276,0.571428571,0.490196078,0,0.571428571,0.555555556,0.587301587,0.742857143,0.783783784,0.861538462,0.898305085,0,0.619047619,0,0.537313433,0.542372881,0.586206897,0.571428571,0.533333333,0,0.571428571,0.555555556,0.719298246,0.719298246,0.759259259,0.759259259
2025:01:13:11:52:02,RP34,SM-S908E,2212343,23,3.087529,test,0.545454545,0.8,0,0.8,0.898305085,0,0.80952381,0,0,0.525423729,0,0.446428571,0,0.575757576,0,0.777777778,0.666666667,0.8,0,0.8,0.898305085,0,0.80952381,0,0,0.525423729,0,0.446428571,0,0,0,0.759259259,0.807017544,0.807017544,0.814814815,0.814814815
2025:01:13:11:50:19,RP34,SM-S908E,2212343,29,3.1141198,test,0.558441558,0,0.540540541,0.830769231,0.93220339,0.823529412,0.80952381,0,0.523076923,0,0.74137931,0.589285714,0.392156863,0,0.75,0.796296296,0.682539683,0.742857143,0.540540541,0.830769231,0.949152542,0,0.80952381,0.588235294,0,0,0.724137931,0.589285714,0.422222222,0.666666667,0.732142857,0.796296296,0.736842105,0.736842105,0.851851852,0.851851852
2025:01:13:11:57:32,RP34,SM-S908E,2212343,29,-0.77150184,test,0.493506494,0.771428571,0.540540541,0.923076923,0.915254237,0,0.80952381,0,0.523076923,0.728813559,0.620689655,0.75,0.568627451,0.545454545,0.767857143,0.685185185,0.587301587,0.771428571,0.540540541,0.923076923,0.915254237,0,0.80952381,0,0,0.728813559,0.620689655,0.75,0.6,0.545454545,0.75,0.685185185,0,0,0.592592593,0.611111111
2025:01:13:10:37:11,RP35,SM-S908E,2212343,29,-2.1103547,train,0,0.857142857,0,1,0.915254237,0.745098039,0.547619048,0,0.630769231,0.745762712,0.724137931,0.714285714,0,0,0.75,0.648148148,0.698412698,0.857142857,0,1,0.915254237,0.918367347,0.523809524,0,0.567164179,0.745762712,0,0.714285714,0,0.606060606,0.821428571,0.648148148,0,0,0.611111111,0.611111111
2025:01:13:10:43:01,RP35,SM-S908E,2212343,24,1.1844785,train,0.493506494,0.6,0.540540541,0,0.847457627,0,0.666666667,0,0.507692308,0.593220339,0,0.5,0,0.515151515,0.75,0.62962963,0.587301587,0.6,0.567567568,0,0.847457627,0,0.666666667,0,0.492537313,0.593220339,0,0.5,0,0.515151515,0.732142857,0.62962963,0,0,0.666666667,0.666666667
2025:01:13:10:47:12,RP35,SM-S908E,2212343,30,-0.57203454,train,0.571428571,0.828571429,0,0.8,0.796610169,0,0.785714286,0,0.738461538,0.661016949,0.862068966,0.678571429,0,0.727272727,0.875,0.777777778,0,0.828571429,0,0.8,0.796610169,0,0.785714286,0,0.71641791,0.661016949,0.793103448,0.678571429,0,0.727272727,0,0.777777778,0.666666667,0.649122807,0.481481481,0.481481481
2025:01:13:10:35:50,RP35,SM-S908E,2212343,34,-2.1017072,train,0,0.885714286,0.72972973,0.984615385,0.949152542,0.745098039,0.523809524,0.257142857,0.507692308,0.576271186,0.74137931,0.642857143,0,0.545454545,0.767857143,0.666666667,0,0.885714286,0.918918919,0.969230769,0.949152542,0.775510204,0.523809524,0.264705882,0.507462687,0.559322034,0.74137931,0.642857143,0,0.545454545,0.75,0.666666667,0.666666667,0.684210526,0.555555556,0.555555556
2025:01:13:10:43:38,RP35,SM-S908E,2212343,30,0.018927822,train,0.454545455,0.714285714,0.810810811,0.907692308,0.983050847,0.647058824,0.761904762,0.657142857,0.753846154,0.779661017,0.706896552,0.642857143,0.568627451,0.636363636,0,0.944444444,0.555555556,0.714285714,0,0.907692308,0.983050847,0.673469388,0.738095238,0,0.731343284,0.779661017,0.706896552,0.642857143,0,0.696969697,0,0.944444444,0,0,0.611111111,0.611111111
2025:01:13:10:46:33,RP35,SM-S908E,2212343,37,-0.49129972,train,0.545454545,0.771428571,0,0.769230769,0.677966102,0.568627451,0.785714286,0,0.676923077,0.728813559,0.724137931,0.803571429,0.470588235,0.636363636,0.767857143,0.722222222,0.666666667,0.771428571,0,0.784615385,0.677966102,0.612244898,0.785714286,0,0.656716418,0.728813559,0.74137931,0.803571429,0.533333333,0.636363636,0.767857143,0.722222222,0.526315789,0.543859649,0.481481481,0.481481481
2025:01:13:10:39:08,RP35,SM-S908E,2212343,21,3.0768218,train,0.545454545,0.8,0,0.861538462,0.966101695,0,0.714285714,0,0,0.525423729,0,0.589285714,0,0,0.892857143,0.87037037,0.650793651,0.771428571,0,0.861538462,0.966101695,0,0.714285714,0,0,0.525423729,0,0.571428571,0,0,0.892857143,0.87037037,0,0,0.685185185,0.685185185
2025:01:13:10:40:25,RP35,SM-S908E,2212343,32,3.0830956,train,0.584415584,0.771428571,0,0.923076923,1,0.529411765,0.714285714,0,0.446153846,0.542372881,0.689655172,0.5,0.549019608,0.454545455,0.892857143,0.907407407,0.714285714,0.771428571,0,0.923076923,1,0.551020408,0.714285714,0,0.447761194,0.542372881,0.689655172,0.5,0.577777778,0,0.892857143,0.907407407,0.684210526,0.684210526,0.592592593,0.592592593
2025:01:13:10:41:10,RP35,SM-S908E,2212343,36,1.219305,train,0.532467532,0.857142857,0.72972973,0.907692308,0.949152542,0.568627451,0.80952381,0,0.646153846,0.711864407,0.862068966,0.75,0.568627451,0.727272727,0.839285714,0.907407407,0.634920635,0.857142857,0.567567568,0.892307692,0.949152542,0.591836735,0.80952381,0,0.626865672,0.711864407,0.827586207,0.75,0.644444444,0.727272727,0.821428571,0.907407407,0.614035088,0.614035088,0.648148148,0.648148148
2025:01:13:10:39:47,RP35,SM-S908E,2212343,28,3.1120415,train,0,0.857142857,0,0.892307692,0.983050847,0.607843137,0.666666667,0.6,0.461538462,0.525423729,0.706896552,0.535714286,0,0.454545455,0.875,0.907407407,0,0.857142857,0,0.892307692,0.966101695,0,0.666666667,0,0.417910448,0.525423729,0.706896552,0.535714286,0,0.424242424,0.892857143,0.907407407,0.666666667,0.649122807,0.611111111,0.611111111
2025:01:13:10:38:34,RP35,SM-S908E,2212343,23,3.0655332,train,0,0.828571429,0,0,0.915254237,0.705882353,0.738095238,0,0.492307692,0.491525424,0.724137931,0.482142857,0,0,0.928571429,0.888888889,0,0.828571429,0.72972973,0,0.915254237,0.734693878,0.738095238,0,0.462686567,0.491525424,0.706896552,0.482142857,0,0,0.910714286,0.888888889,0,0,0.62962963,0.62962963
2025:01:13:10:44:16,RP35,SM-S908E,2212343,25,1.4512807,train,0.506493506,0.6,0,0,0.983050847,0,0.642857143,0,0.707692308,0.762711864,0.655172414,0.553571429,0,0.575757576,0.875,0.722222222,0.507936508,0.6,0,0,0.983050847,0,0.642857143,0,0,0.762711864,0.655172414,0.553571429,0,0.575757576,0.857142857,0.722222222,0.543859649,0.561403509,0.666666667,0.685185185
2025:01:13:10:36:36,RP35,SM-S908E,2212343,35,-2.0904388,train,1,0.885714286,0,0.953846154,0.915254237,0.725490196,0.666666667,0,0.523076923,0.593220339,0.637931034,0.660714286,0,0.515151515,0.732142857,0.666666667,1,0.885714286,0.675675676,0.953846154,0.915254237,0.755102041,0.666666667,0.588235294,0.507462687,0.593220339,0.637931034,0.660714286,0,0.515151515,0.732142857,0.666666667,0.649122807,0.649122807,0.62962963,0.648148148
2025:01:13:10:45:21,RP35,SM-S908E,2212343,34,-0.45789808,train,0.571428571,0.771428571,0,0,0.728813559,0.568627451,0.714285714,0,0.692307692,0.711864407,0,0.785714286,0.450980392,0.757575758,0.75,0.703703704,0.634920635,0.8,0,0,0.728813559,0.591836735,0.714285714,0,0.656716418,0.711864407,0,0.785714286,0.511111111,0.757575758,0.75,0.703703704,0.614035088,0.614035088,0.518518519,0.518518519
2025:01:13:10:35:16,RP35,SM-S908E,2212343,31,-2.0082028,train,0.493506494,0.8,0.891891892,0.815384615,0.915254237,0.745098039,0.595238095,0.371428571,0.615384615,0.593220339,0.603448276,0.642857143,0,0.515151515,0.839285714,0.648148148,0.587301587,0.8,0.891891892,0.815384615,0.915254237,0,0.595238095,0,0.597014925,0.593220339,0,0.642857143,0,0.484848485,0.839285714,0.648148148,0.631578947,0.631578947,0.62962963,0.648148148
2025:01:13:10:44:47,RP35,SM-S908E,2212343,29,-0.6918332,validation,0.454545455,0.771428571,1.081081081,0.784615385,1.033898305,0.607843137,0.69047619,0,0.784615385,0.813559322,0.706896552,0.642857143,0.568627451,0.606060606,0.875,0.907407407,0,0.771428571,0,0.784615385,1.033898305,0,0.69047619,0,0.746268657,0.813559322,0.706896552,0.642857143,0,0.606060606,0.875,0.907407407,0,0,0.62962963,0.62962963
2025:01:13:10:37:56,RP35,SM-S908E,2212343,37,3.058519,validation,0.467532468,0.628571429,0.702702703,0.830769231,0.915254237,0.764705882,0.523809524,0.628571429,0.430769231,0.576271186,0.775862069,0.625,0,0.666666667,0.75,0.907407407,0.571428571,0.628571429,0.702702703,0.815384615,0.915254237,0.755102041,0.523809524,0.647058824,0.462686567,0.593220339,0.775862069,0.625,0.622222222,0.666666667,0.75,0.888888889,0.649122807,0.649122807,0.574074074,0.574074074
2025:01:13:10:34:42,RP35,SM-S908E,2212343,34,-2.0224643,validation,0.493506494,0.714285714,0.756756757,0.846153846,0.915254237,0.784313725,1.047619048,0.485714286,0.692307692,0.762711864,0.655172414,0.660714286,0.490196078,0.666666667,0.625,0.703703704,0.507936508,0.685714286,0.756756757,0.846153846,0.915254237,0.816326531,1.023809524,0.529411765,0.671641791,0.762711864,0.655172414,0.660714286,0,0,0.607142857,0.703703704,0,0,0.518518519,0.518518519
2025:01:13:10:41:44,RP35,SM-S908E,2212343,32,1.4887199,test,0.584415584,0.885714286,0,0.892307692,0.915254237,0.647058824,0.714285714,0,0.738461538,0.711864407,0.844827586,0.785714286,0.568627451,0.757575758,0.785714286,0.925925926,0.714285714,0.857142857,0,0.892307692,0.915254237,0.673469388,0.714285714,0,0.71641791,0.711864407,0.844827586,0.767857143,0.644444444,0.757575758,0.785714286,0.925925926,0.561403509,0.578947368,0.611111111,0.611111111
2025:01:13:10:45:58,RP35,SM-S908E,2212343,32,-0.6163552,test,0,0.8,0,0.753846154,0.745762712,0.588235294,0.761904762,0,0.723076923,0.711864407,0,0.75,0,0.636363636,0.821428571,0.685185185,0,0.8,0,0.753846154,0.728813559,0.612244898,0.761904762,0,0.71641791,0.711864407,0,0.75,0,0.636363636,0.803571429,0.685185185,0.596491228,0,0.5,0.518518519
2025:01:13:10:42:19,RP35,SM-S908E,2212343,32,1.5063102,test,0.519480519,0.8,0.540540541,0.830769231,0.966101695,0.62745098,0.69047619,0,0.753846154,0.779661017,0.672413793,0.625,0.568627451,0.727272727,0.857142857,0.907407407,0.666666667,0.8,0,0.830769231,0.966101695,0.632653061,0.69047619,0,0.731343284,0.779661017,0.672413793,0.625,0,0.727272727,0.857142857,0.907407407,0,0,0.555555556,0.555555556
2025:01:13:10:19:46,RP36,SM-S908E,2212343,30,-0.45260596,train,0,0.657142857,0.486486486,0,0.661016949,0.666666667,0.595238095,0,0.723076923,0.830508475,0.672413793,0.803571429,0.568627451,0.696969697,0.517857143,0.592592593,0,0.657142857,0.486486486,0,0.661016949,0.693877551,0.595238095,0,0.701492537,0.830508475,0.655172414,0.803571429,0.644444444,0.696969697,0.5,0.592592593,0.631578947,0.666666667,0.444444444,0.444444444
2025:01:13:10:18:34,RP36,SM-S908E,2212343,26,-0.8660411,train,0.402597403,0.571428571,0,0,0.610169492,0,0.761904762,0.542857143,0.723076923,0.762711864,0.655172414,0.767857143,0,0.878787879,0,0.611111111,0.492063492,0.571428571,0,0,0.610169492,0,0.761904762,0.529411765,0.701492537,0.728813559,0.637931034,0.767857143,0,0.878787879,0,0.592592593,0,0,0.388888889,0.388888889
2025:01:13:10:12:09,RP36,SM-S908E,2212343,26,2.9573913,train,0.402597403,0.6,0,0.830769231,0.966101695,0.588235294,0.642857143,0.657142857,0.630769231,0,0.810344828,0.714285714,0,0,0,0.777777778,0.507936508,0.571428571,0,0.815384615,0.966101695,0.612244898,0.642857143,0.617647059,0.611940299,0.593220339,0.810344828,0.714285714,0,0,0,0.777777778,0,0,0.5,0.5
2025:01:13:10:15:11,RP36,SM-S908E,2212343,32,1.7197841,train,0.350649351,0.6,0,0.923076923,0.830508475,0.784313725,0.785714286,0,0.769230769,0.711864407,0.827586207,0.732142857,0.666666667,0.696969697,0,0.666666667,0.428571429,0.6,0,0.923076923,0.86440678,0.816326531,0.785714286,0,0.746268657,0.711864407,0.827586207,0.732142857,0.733333333,0.666666667,0.625,0.666666667,0.578947368,0.578947368,0.648148148,0.648148148
2025:01:13:10:14:35,RP36,SM-S908E,2212343,29,1.5916923,train,0,0.6,0,0.892307692,0.830508475,0,0.69047619,0,0.630769231,0.86440678,0.844827586,0.714285714,0,0,0.571428571,0.740740741,0,0.571428571,0,0.892307692,0.830508475,0,0.69047619,0,0.611940299,0.86440678,0.844827586,0.714285714,0,0,0.571428571,0.740740741,0.631578947,0.578947368,0.685185185,0.685185185
2025:01:13:10:09:13,RP36,SM-S908E,2212343,31,-2.1500788,train,0.441558442,0.485714286,0.675675676,0.969230769,0.830508475,0.705882353,0.619047619,0.657142857,0.661538462,0.711864407,0.568965517,0.678571429,0,0.939393939,0.714285714,0.574074074,0.53968254,0.485714286,0.621621622,0.953846154,0.830508475,0.714285714,0.619047619,0.647058824,0.641791045,0.711864407,0.568965517,0.678571429,0,0,0.714285714,0.574074074,0,0,0.62962963,0.62962963
2025:01:13:10:09:48,RP36,SM-S908E,2212343,26,-2.1597893,train,0.376623377,0.542857143,0,0.969230769,0.898305085,0,0.547619048,0,0.723076923,0.661016949,0.637931034,0.571428571,0,0.939393939,0.714285714,0.611111111,0,0.514285714,0,0.969230769,0.898305085,0,0.547619048,0,0.701492537,0.661016949,0.637931034,0.571428571,0,0,0.696428571,0.611111111,0.631578947,0.631578947,0.555555556,0.555555556
2025:01:13:10:08:39,RP36,SM-S908E,2212343,32,-2.0432959,train,0.337662338,0.514285714,0.594594595,0.876923077,0.915254237,0.68627451,0.547619048,0.714285714,0.815384615,0.728813559,0.706896552,0.678571429,0.784313725,0,0.75,0.592592593,0.444444444,0.485714286,0.594594595,0.830769231,0.915254237,0.755102041,0.547619048,0.705882353,0.791044776,0.711864407,0,0.678571429,0,0.96969697,0.75,0.592592593,0,0,0.592592593,0.592592593
2025:01:13:10:19:10,RP36,SM-S908E,2212343,33,-0.60025084,train,0.376623377,0.6,0,0.538461538,0.593220339,0.647058824,0.761904762,0,0.753846154,0.728813559,0.620689655,0.75,0.725490196,0.878787879,0.660714286,0,0.46031746,0.571428571,0,0.538461538,0.593220339,0.673469388,0.738095238,0,0.611940299,0.728813559,0.620689655,0.75,0.866666667,0.878787879,0.660714286,0,0.438596491,0,0.351851852,0.351851852
2025:01:13:10:17:07,RP36,SM-S908E,2212343,25,-0.84488434,train,0,0,0,0.907692308,0.86440678,0.745098039,0.761904762,0.628571429,0.8,0.728813559,0,0.714285714,0,0.696969697,0.607142857,0.685185185,0,0.6,0,0,0.86440678,0.775510204,0.761904762,0,0.776119403,0.728813559,0,0.714285714,0,0.696969697,0,0.685185185,0.596491228,0.596491228,0.648148148,0.666666667
